INSTITUTION_ID,GROUP_CODE,GROUP_NAME,ENTITY_CD,ENTITY_NAME
"800000065432",6,"Public School","500402060006","EAST RAMAPO EARLY CHLD CTR AT KAKIAT"
"800000039102",6,"Public School","500402060010","SUMMIT PARK ELEMENTARY SCHOOL"
"800000039087",6,"Public School","500402060013","CHESTNUT RIDGE MIDDLE SCHOOL"
"800000039088",6,"Public School","500402060014","SPRING VALLEY HIGH SCHOOL"
"800000039089",6,"Public School","500402060015","POMONA MIDDLE SCHOOL"
"800000039090",6,"Public School","500402060016","ELMWOOD ELEMENTARY SCHOOL"
"800000039091",6,"Public School","500402060018","RAMAPO HIGH SCHOOL"
"800000039092",6,"Public School","500402060019","LIME KILN ELEMENTARY SCHOOL"
"800000039095",6,"Public School","500402060023","ELDORADO ELEMENTARY SCHOOL"
"800000056036",6,"Public School","510101040001","ST LAWRENCE MIDDLE SCHOOL"
"800000038924",6,"Public School","510101040002","ST LAWRENCE ELEMENTARY SCHOOL"
"800000038910",6,"Public School","510101040003","ST LAWRENCE HIGH SCHOOL"
"800000038899",6,"Public School","510201060001","F S BANFORD ELEMENTARY SCHOOL"
"800000038901",6,"Public School","510201060003","H C WILLIAMS SENIOR HIGH SCH"
"800000038902",6,"Public School","510201060004","J M MCKENNEY MIDDLE SCHOOL"
"800000038858",6,"Public School","510401040001","CLIFTON-FINE JUNIOR-SENIOR HIGH SCH"
"800000038859",6,"Public School","510401040002","CLIFTON-FINE ELEMENTARY SCHOOL"
"800000038886",6,"Public School","510501040001","COLTON-PIERREPONT CENTRAL SCHOOL"
"800000038851",6,"Public School","511101060005","GOUVERNEUR HIGH SCHOOL"
"800000038852",6,"Public School","511101060006","GOUVERNEUR ELEMENTARY SCHOOL"
"800000090299",6,"Public School","511101060008","GOUVERNEUR MIDDLE SCHOOL"
"800000038829",6,"Public School","511201040001","HAMMOND CENTRAL SCHOOL"
"800000038834",6,"Public School","511301040002","HERMON-DEKALB CENTRAL SCHOOL"
"800000038815",6,"Public School","511602040002","LISBON CENTRAL SCHOOL"
"800000038826",6,"Public School","511901040001","MADRID-WADDINGTON JR-SR HS"
"800000038807",6,"Public School","511901040004","MADRID-WADDINGTON ELEMENTARY"
"800000038801",6,"Public School","512001060001","JEFFERSON ELEMENTARY SCHOOL"
"800000038796",6,"Public School","512001060004","MADISON ELEMENTARY SCHOOL"
"800000038797",6,"Public School","512001060005","NIGHTENGALE ELEMENTARY SCHOOL"
"800000038799",6,"Public School","512001060008","MASSENA SENIOR HIGH SCHOOL"
"800000038802",6,"Public School","512001060009","J WILLIAM LEARY JUNIOR HS"
"800000038787",6,"Public School","512101040001","MORRISTOWN CENTRAL SCHOOL"
"800000038771",6,"Public School","512201040001","NORWOOD-NORFOLK SCHOOL"
"800000038772",6,"Public School","512201040002","NORWOOD-NORFOLK ELEMENTARY SCHOOL"
"800000038773",6,"Public School","512201040003","NORWOOD-NORFOLK MIDDLE SCHOOL"
"800000038784",6,"Public School","512300010002","JOHN F KENNEDY SCHOOL"
"800000038786",6,"Public School","512300010004","MADILL SCHOOL"
"800000038767",6,"Public School","512300010009","OGDENSBURG FREE ACADEMY"
"800000038781",6,"Public School","512404040001","HEUVELTON CENTRAL SCHOOL"
"800000055812",6,"Public School","512501040002","PARISHVILLE-HOPKINTON ELEM SCH"
"800000055813",6,"Public School","512501040004","PARISHVILLE-HOPKINTON JR-SR HS"
"800000038715",6,"Public School","512902060002","LAWRENCE AVENUE ELEMENTARY SCHOOL"
"800000038716",6,"Public School","512902060003","POTSDAM SENIOR HIGH SCHOOL"
"800000038718",6,"Public School","512902060004","A A KINGSTON MIDDLE SCHOOL"
"800000038696",6,"Public School","513102040001","EDWARDS-KNOX ELEMENTARY SCHOOL"
"800000038697",6,"Public School","513102040002","EDWARDS-KNOX JUNIOR-SENIOR HS"
"800000038706",6,"Public School","520101060001","FRANCIS L STEVENS ELEMENTARY SCHOOL"
"800000038692",6,"Public School","520101060002","CHARLTON HTS ELEMENTARY SCHOOL"
"800000038701",6,"Public School","520101060004","PASHLEY ELEMENTARY SCHOOL"
"800000038702",6,"Public School","520101060005","RICHARD H O'ROURKE MIDDLE SCHOOL"
"800000038703",6,"Public School","520101060006","BURNT HILLS-BALLSTON LAKE SR HS"
"800000038685",6,"Public School","520302060001","SHENENDEHOWA HIGH SCHOOL"
"800000038688",6,"Public School","520302060002","SKANO ELEMENTARY SCHOOL"
"800000038668",6,"Public School","520302060003","ARONGEN ELEMENTARY SCHOOL"
"800000038669",6,"Public School","520302060004","OKTE ELEMENTARY SCHOOL"
"800000038670",6,"Public School","520302060005","TESAGO ELEMENTARY SCHOOL"
"800000038671",6,"Public School","520302060006","ORENDA ELEMENTARY SCHOOL"
"800000038672",6,"Public School","520302060007","KARIGON ELEMENTARY SCHOOL"
"800000038673",6,"Public School","520302060008","KODA MIDDLE SCHOOL"
"800000038656",6,"Public School","520302060009","GOWANA MIDDLE SCHOOL"
"800000038657",6,"Public School","520302060010","CHANGO ELEMENTARY SCHOOL"
"800000038658",6,"Public School","520302060011","ACADIA MIDDLE SCHOOL"
"800000060409",6,"Public School","520302060013","SHATEKON ELEMENTARY SCHOOL"
"800000038632",6,"Public School","520401040007","CORINTH HIGH SCHOOL"
"800000038633",6,"Public School","520401040008","CORINTH MIDDLE SCHOOL"
"800000038637",6,"Public School","520401040009","CORINTH ELEMENTARY SCHOOL"
"800000038625",6,"Public School","520601080001","EDINBURG COMMON SCHOOL"
"800000038605",6,"Public School","520701040001","JOSEPH HENRY ELEMENTARY SCHOOL"
"800000038606",6,"Public School","520701040002","GALWAY JR/SR HIGH SCHOOL"
"800000038612",6,"Public School","521200050001","MECHANICVILLE ELEMENTARY SCHOOL"
"800000038635",6,"Public School","521200050003","MECHANICVILLE JUNIOR-SENIOR HS"
"800000038613",6,"Public School","521301060001","BALLSTON SPA SENIOR HIGH SCHOOL"
"800000038601",6,"Public School","521301060002","MALTA AVENUE ELEMENTARY SCHOOL"
"800000038602",6,"Public School","521301060003","GORDON CREEK ELEMENTARY SCHOOL"
"800000038583",6,"Public School","521301060005","BALLSTON SPA MIDDLE SCHOOL"
"800000038584",6,"Public School","521301060006","WOOD ROAD ELEMENTARY SCHOOL"
"800000062311",6,"Public School","521301060008","MILTON TERRACE ELEMENTARY SCHOOL"
"800000038567",6,"Public School","521401040002","OLIVER W WINCH MIDDLE SCHOOL"
"800000038568",6,"Public School","521401040003","HARRISON AVENUE ELEMENTARY SCHOOL"
"800000038569",6,"Public School","521401040007","SOUTH GLENS FALLS SENIOR HIGH SCHOOL"
"800000038570",6,"Public School","521401040008","MOREAU ELEMENTARY SCHOOL"
"800000038571",6,"Public School","521401040009","BALLARD ELEMENTARY SCHOOL"
"800000038572",6,"Public School","521401040010","TANGLEWOOD ELEMENTARY SCHOOL"
"800000038576",6,"Public School","521701040002","SCHUYLERVILLE HIGH SCHOOL"
"800000038577",6,"Public School","521701040003","SCHUYLERVILLE ELEMENTARY SCHOOL"
"800000074837",6,"Public School","521701040005","SCHUYLERVILLE MIDDLE SCHOOL"
"800000038556",6,"Public School","521800010006","DOROTHY NOLAN ELEMENTARY SCHOOL"
"800000038563",6,"Public School","521800010007","GREENFIELD ELEMENTARY SCHOOL"
"800000038547",6,"Public School","521800010008","CAROLINE STREET ELEMENTARY SCHOOL"
"800000038548",6,"Public School","521800010009","DIVISION STREET ELEMENTARY"
"800000038531",6,"Public School","521800010010","SARATOGA SPRINGS HIGH SCHOOL"
"800000038533",6,"Public School","521800010012","LAKE AVENUE ELEMENTARY SCHOOL"
"800000038534",6,"Public School","521800010014","GEYSER ROAD ELEMENTARY SCHOOL"
"800000038535",6,"Public School","521800010015","MAPLE AVENUE MIDDLE SCHOOL"
"800000038497",6,"Public School","522001040002","STILLWATER ELEMENTARY SCHOOL"
"800000038502",6,"Public School","522001040003","STILLWATER MIDDLE SCHOOL HIGH SCHOOL"
"800000038487",6,"Public School","522101030004","WATERFORD-HALFMOON JUNIOR-SENIOR"
"800000038488",6,"Public School","522101030005","WATERFORD-HALFMOON ELEMENTARY"
"800000038467",6,"Public School","530101040001","DUANESBURG HIGH SCHOOL"
"800000038477",6,"Public School","530101040002","DUANESBURG ELEMENTARY SCHOOL"
"800000038471",6,"Public School","530202060001","GLEN-WORDEN ELEMENTARY SCHOOL"
"800000038472",6,"Public School","530202060002","GLENDAAL SCHOOL"
"800000038473",6,"Public School","530202060003","LINCOLN SCHOOL"
"800000038459",6,"Public School","530202060005","SACANDAGA SCHOOL"
"800000038460",6,"Public School","530202060006","SCOTIA-GLENVILLE SENIOR HIGH SCHOOL"
"800000038461",6,"Public School","530202060007","SCOTIA-GLENVILLE MIDDLE SCHOOL"
"800000038454",6,"Public School","530301060001","BIRCHWOOD ELEMENTARY SCHOOL"
"800000038455",6,"Public School","530301060002","CRAIG ELEMENTARY SCHOOL"
"800000038456",6,"Public School","530301060003","GLENCLIFF SCHOOL"
"800000038457",6,"Public School","530301060004","HILLSIDE SCHOOL"
"800000038441",6,"Public School","530301060005","ROSENDALE SCHOOL"
"800000038442",6,"Public School","530301060006","VAN ANTWERP MIDDLE SCHOOL"
"800000038443",6,"Public School","530301060007","NISKAYUNA HIGH SCHOOL"
"800000038444",6,"Public School","530301060008","IROQUOIS MIDDLE SCHOOL"
"800000038436",6,"Public School","530501060003","JEFFERSON ELEMENTARY SCHOOL"
"800000038437",6,"Public School","530501060004","SCHALMONT MIDDLE SCHOOL"
"800000038439",6,"Public School","530501060006","SCHALMONT HIGH SCHOOL"
"800000038421",6,"Public School","530515060001","HERMAN L BRADT ELEMENTARY SCHOOL"
"800000038405",6,"Public School","530515060003","DRAPER MIDDLE SCHOOL"
"800000038388",6,"Public School","530515060004","MOHONASEN SENIOR HIGH SCHOOL"
"800000038415",6,"Public School","530515060005","PINEWOOD ELEMENTARY SCHOOL"
"800000038393",6,"Public School","530600010008","DR MARTIN LUTHER KING JR ES"
"800000038394",6,"Public School","530600010009","HAMILTON ELEMENTARY SCHOOL"
"800000038395",6,"Public School","530600010010","HOWE ELEMENTARY SCHOOL"
"800000038402",6,"Public School","530600010011","LINCOLN  ELEMENTARY SCHOOL"
"800000038403",6,"Public School","530600010013","PAIGE ELEMENTARY SCHOOL"
"800000038404",6,"Public School","530600010014","PLEASANT VALLEY ELEMENTARY SCHOOL"
"800000038368",6,"Public School","530600010017","YATES ELEMENTARY SCHOOL"
"800000038369",6,"Public School","530600010018","JESSIE T ZOLLER ELEMENTARY SCHOOL"
"800000038396",6,"Public School","530600010024","MONT PLEASANT MIDDLE SCHOOL"
"800000038397",6,"Public School","530600010025","SCHENECTADY HIGH SCHOOL"
"800000038398",6,"Public School","530600010026","VAN CORLAER ELEMENTARY SCHOOL"
"800000038399",6,"Public School","530600010029","WOODLAWN ELEMENTARY SCHOOL"
"800000062317",6,"Public School","530600010030","WILLIAM C KEANE ELEMENTARY SCHOOL"
"800000065591",6,"Public School","530600010034","CENTRAL PARK MIDDLE SCHOOL"
"800000088057",6,"Public School","530600010035","ONEIDA MIDDLE SCHOOL"
"800000092497",6,"Public School","530600861191","DESTINE PREPARATORY CHARTER SCHOOL"
"800000038273",6,"Public School","540801040001","GILBOA-CONESVILLE CENTRAL SCHOOL"
"800000038242",6,"Public School","540901040001","JEFFERSON CENTRAL SCHOOL"
"800000038245",6,"Public School","541001040001","MIDDLEBURGH JUNIOR/SENIOR HS"
"800000034160",6,"Public School","541001040002","MIDDLEBURGH ELEMENTARY SCHOOL"
"800000038233",6,"Public School","541102060001","GEORGE D RYDER ELEMENTARY SCHOOL"
"800000038234",6,"Public School","541102060002","COBLESKILL-RICHMONDVILLE HIGH SCHOOL"
"800000038236",6,"Public School","541102060004","WILLIAM H GOLDING MIDDLE SCHOOL"
"800000038237",6,"Public School","541102060005","JOSEPH B RADEZ ELEMENTARY SCHOOL"
"800000038201",6,"Public School","541201040002","SCHOHARIE ELEMENTARY SCHOOL"
"800000038205",6,"Public School","541201040003","SCHOHARIE HIGH SCHOOL"
"800000038195",6,"Public School","541401040001","SHARON SPRINGS CENTRAL SCHOOL"
"800000038179",6,"Public School","550101040001","B C CATE ELEMENTARY SCHOOL"
"800000038180",6,"Public School","550101040002","HOWARD A HANLON ELEMENTARY SCHOOL"
"800000038181",6,"Public School","550101040003","ODESSA-MONTOUR JR/SR HIGH SCHOOL"
"800000034156",6,"Public School","550301060002","WATKINS GLEN ELEMENTARY SCHOOL"
"800000034158",6,"Public School","550301060004","WATKINS GLEN CENTRAL HIGH SCHOOL"
"800000038139",6,"Public School","560501040003","SOUTH SENECA ELEMENTARY SCHOOL"
"800000038148",6,"Public School","560501040004","SOUTH SENECA MIDDLE/HIGH SCHOOL"
"800000038115",6,"Public School","560603040001","ROMULUS CENTRAL SCHOOL"
"800000038096",6,"Public School","560701060001","FRANK M KNIGHT ELEMENTARY SCHOOL"
"800000038119",6,"Public School","560701060003","MYNDERSE ACADEMY"
"800000038120",6,"Public School","560701060004","ELIZABETH CADY STANTON ELEM SCH"
"800000038121",6,"Public School","560701060005","SENECA FALLS MIDDLE SCHOOL"
"800000038088",6,"Public School","561006060001","WATERLOO HIGH SCHOOL"
"800000038089",6,"Public School","561006060002","LA FAYETTE SCHOOL"
"800000038090",6,"Public School","561006060003","WATERLOO MIDDLE SCHOOL"
"800000038091",6,"Public School","561006060004","SKOI-YASE SCHOOL"
"800000038069",6,"Public School","570101040001","TUSCARORA ELEMENTARY SCHOOL"
"800000038070",6,"Public School","570101040002","ADDISON MIDDLE/HIGH SCHOOL"
"800000038071",6,"Public School","570101040003","VALLEY EARLY CHILDHOOD SCHOOL"
"800000038030",6,"Public School","570201040002","AVOCA CENTRAL SCHOOL"
"800000038045",6,"Public School","570302060001","VERNON E WIGHTMAN PRIMARY SCHOOL"
"800000038033",6,"Public School","570302060003","HAVERLING SENIOR HIGH SCHOOL"
"800000056110",6,"Public School","570302060004","DANA L LYON MIDDLE SCHOOL"
"800000037997",6,"Public School","570401040001","BRADFORD CENTRAL SCHOOL"
"800000037987",6,"Public School","570603040001","CAMPBELL-SAVONA ELEMENTARY SCHOOL"
"800000038010",6,"Public School","570603040002","CAMPBELL-SAVONA JR/SR HS"
"800000037966",6,"Public School","571000010003","CALVIN U SMITH ELEMENTARY SCHOOL"
"800000037967",6,"Public School","571000010005","ERWIN VALLEY ELEMENTARY SCHOOL"
"800000037988",6,"Public School","571000010007","FREDERICK CARDER ELEMENTARY SCHOOL"
"800000037989",6,"Public School","571000010008","HUGH W GREGG ELEMENTARY SCHOOL"
"800000037969",6,"Public School","571000010012","WILLIAM E SEVERN ELEMENTARY SCHOOL"
"800000037970",6,"Public School","571000010013","WINFIELD STREET ELEMENTARY SCHOOL"
"800000037973",6,"Public School","571000010017","CORNING-PAINTED POST HIGH SCHOOL"
"800000057178",6,"Public School","571000010019","CORNING-PAINTED POST HS LRN CTR"
"800000083433",6,"Public School","571000010020","CORNING-PAINTED POST MIDDLE SCHOOL"
"800000037991",6,"Public School","571502060001","CANISTEO-GREENWOOD HIGH SCHOOL"
"800000037992",6,"Public School","571502060002","CANISTEO-GREENWOOD ELEMENTARY"
"800000037933",6,"Public School","571800010001","HORNELL INTERMEDIATE SCHOOL"
"800000037936",6,"Public School","571800010006","HORNELL JUNIOR-SENIOR HIGH SCHOOL"
"800000037929",6,"Public School","571800010007","NORTH HORNELL SCHOOL"
"800000037910",6,"Public School","571901040004","ARKPORT CENTRAL SCHOOL"
"800000037918",6,"Public School","572301040001","PRATTSBURGH CENTRAL SCHOOL"
"800000037905",6,"Public School","572702040001","JASPER-TROUPSBURG ELEMENTARY SCHOOL"
"800000037889",6,"Public School","572702040002","JASPER-TROUPSBURG JUNIOR-SENIOR HS"
"800000037893",6,"Public School","572901040002","GLENN H CURTISS MEMORIAL SCHOOL"
"800000037894",6,"Public School","572901040004","HAMMONDSPORT JUNIOR-SENIOR HS"
"800000050982",6,"Public School","573002040001","WAYLAND-COHOCTON HIGH SCHOOL"
"800000050984",6,"Public School","573002040002","WAYLAND ELEMENTARY SCHOOL"
"800000050985",6,"Public School","573002040003","WAYLAND-COHOCTON MIDDLE SCHOOL"
"800000050986",6,"Public School","573002040004","COHOCTON ELEMENTARY SCHOOL"
"800000037850",6,"Public School","580101030001","BABYLON MEMORIAL GRADE SCHOOL"
"800000037871",6,"Public School","580101030002","BABYLON JUNIOR-SENIOR HIGH SCHOOL"
"800000037872",6,"Public School","580101030003","BABYLON ELEMENTARY SCHOOL"
"800000037852",6,"Public School","580102030001","FOREST AVENUE SCHOOL"
"800000037853",6,"Public School","580102030002","JOHN F KENNEDY SCHOOL"
"800000037854",6,"Public School","580102030004","SANTAPOGUE SCHOOL"
"800000037855",6,"Public School","580102030005","SOUTH BAY SCHOOL"
"800000037856",6,"Public School","580102030006","TOOKER AVENUE SCHOOL"
"800000037840",6,"Public School","580102030007","WEST BABYLON JUNIOR HIGH SCHOOL"
"800000037841",6,"Public School","580102030008","WEST BABYLON SENIOR HIGH SCHOOL"
"800000037839",6,"Public School","580103030001","BELMONT ELEMENTARY SCHOOL"
"800000037822",6,"Public School","580103030002","ROBERT MOSES MIDDLE SCHOOL"
"800000037823",6,"Public School","580103030003","PARLIAMENT PLACE SCHOOL"
"800000037824",6,"Public School","580103030006","WOODS ROAD ELEMENTARY SCHOOL"
"800000037825",6,"Public School","580103030008","NORTH BABYLON HIGH SCHOOL"
"800000037826",6,"Public School","580103030009","MARION G VEDDER ELEMENTARY "
"800000037809",6,"Public School","580103030010","WILLIAM E DELUCA JR ELEMENTARY"
"800000037813",6,"Public School","580104030001","ALBANY AVENUE SCHOOL"
"800000037814",6,"Public School","580104030002","ALLEGHANY AVENUE SCHOOL"
"800000037815",6,"Public School","580104030003","DANIEL STREET SCHOOL"
"800000037817",6,"Public School","580104030005","HARDING AVENUE SCHOOL"
"800000037820",6,"Public School","580104030008","WILLIAM RALL SCHOOL"
"800000037821",6,"Public School","580104030009","WEST GATES AVENUE SCHOOL"
"800000037805",6,"Public School","580104030010","LINDENHURST SENIOR HIGH SCHOOL"
"800000037806",6,"Public School","580104030011","LINDENHURST MIDDLE SCHOOL"
"800000037793",6,"Public School","580105030001","DEAUVILLE GARDENS EAST ELEMENTARY"
"800000037794",6,"Public School","580105030002","GREAT NECK ROAD ELEMENTARY SCHOOL"
"800000037795",6,"Public School","580105030004","SUSAN E WILEY SCHOOL"
"800000037796",6,"Public School","580105030005","WALTER G O'CONNELL COPIAGUE HIGH SCH"
"800000037797",6,"Public School","580105030006","COPIAGUE MIDDLE SCHOOL"
"800000074797",6,"Public School","580105030007","DEAUVILLE GARDENS WEST ELEMENTARY"
"800000037783",6,"Public School","580106030001","NORTHEAST SCHOOL"
"800000037784",6,"Public School","580106030002","NORTHWEST ELEMENTARY SCHOOL"
"800000037785",6,"Public School","580106030003","PARK AVENUE SCHOOL"
"800000037786",6,"Public School","580106030004","EDMUND W MILES MIDDLE SCHOOL"
"800000037769",6,"Public School","580106030005","AMITYVILLE MEMORIAL HIGH SCHOOL"
"800000037749",6,"Public School","580107030001","MAY MOORE PRIMARY SCHOOL"
"800000037754",6,"Public School","580107030004","JOHN QUINCY ADAMS PRIMARY SCHOOL"
"800000037755",6,"Public School","580107030007","DEER PARK HIGH SCHOOL"
"800000037756",6,"Public School","580107030008","JOHN F KENNEDY INTERMEDIATE SCHOOL"
"800000037757",6,"Public School","580107030009","ROBERT FROST MIDDLE SCHOOL"
